Product Name,Categorize Product,Brand Name,Price (?),Discounted Price,Rating (?),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy
Bhat Inc Omnis Plus Refrigerators 2,Other,Bhat Inc,45425.44 ,45425.44 ,3.70 ,5702,1580,502,Appliances,Refrigerators,0,SuperComNet,TRUE
Amble Ltd Amet Plus Headphones 6,Phone,Amble Ltd,45408.44 ,35418.58 ,3.00 ,4608,2229,526,Electronics,Headphones,22,Flipkart Assured,FALSE
Chhabra Group Laborum Ultra Refrigerators 7,Other,Chhabra Group,45368.98 ,45368.98 ,5.00 ,9430,8587,2467,Appliances,Refrigerators,0,HomeCare Solutions,FALSE
Sankaran-Zachariah Fugiat Pro Decor 3,Other,Sankaran-Zachariah Fugiat,45351.69 ,25850.46 ,3.90 ,7376,8969,1734,Home,Decor,43,FashionPlus,TRUE
Mallick and Sons Velit Pro Kitchenware 10,Other,Mallick and,45336.74 ,23575.10 ,3.50 ,1561,4858,1678,Home,Kitchenware,48,RetailNet,TRUE
Vala-Som Sapiente Plus Smartwatches 5,Smartwatch,Vala-Som Sapiente,45333.56 ,24026.79 ,3.90 ,1232,935,128,Electronics,Smartwatches,47,MobileHub,TRUE
Lata-Dugar Provident Plus Washing Machines 3,Other,Lata-Dugar Provident,45330.42 ,18585.47 ,5.00 ,7532,637,279,Appliances,Washing Machines,59,MobileHub,TRUE
"Dasgupta, Deep and Deo Exercitationem Ultra Decor 8",Other,"Dasgupta, Deep",45316.98 ,45316.98 ,4.20 ,7327,4662,933,Home,Decor,0,SuperComNet,FALSE
Bora Ltd Natus Pro Washing Machines 6,Other,Bora Ltd,45296.92 ,45296.92 ,3.30 ,264,500,197,Appliances,Washing Machines,0,Flipkart Assured,TRUE
Nazareth Inc Accusamus Pro Kitchenware 12,Other,Nazareth Inc,45282.57 ,30339.32 ,3.80 ,524,1323,651,Home,Kitchenware,33,RetailNet,FALSE
Chaudhary-Goel Explicabo Pro Furniture 15,Other,Chaudhary-Goel Explicabo,45267.64 ,25802.55 ,4.10 ,7380,9516,3313,Home,Furniture,43,RetailNet,FALSE
Garde-Ahuja Quis Ultra Furniture 5,Other,Garde-Ahuja Quis,45263.87 ,22631.94 ,5.00 ,2734,825,95,Home,Furniture,50,HomeCare Solutions,FALSE
Agrawal Group Placeat Plus Washing Machines 7,Other,Agrawal Group,45231.10 ,19901.68 ,3.50 ,7922,1679,111,Appliances,Washing Machines,56,SuperComNet,TRUE
"Walla, Dani and Balan Consectetur Plus Decor 14",Other,"Walla, Dani",45229.28 ,37088.01 ,4.40 ,9788,6021,1746,Home,Decor,18,MobileHub,TRUE
Dubey-Narasimhan Vel Ultra Shoes 2,Other,Dubey-Narasimhan Vel,45226.41 ,28944.90 ,3.80 ,5643,3210,366,Fashion,Shoes,36,RetailNet,FALSE
Thaker Group Odio Plus ACs 6,Other,Thaker Group,45179.24 ,23493.20 ,4.90 ,4978,2815,762,Appliances,ACs,48,HomeCare Solutions,FALSE
Sidhu-Rattan Nostrum Plus Lighting 9,Other,Sidhu-Rattan Nostrum,45162.11 ,41549.14 ,4.20 ,6761,8113,1403,Home,Lighting,8,ElectroWorld,FALSE
"Pall, Hari and Shenoy Blanditiis Lite Jeans 14",Other,"Pall, Hari",45146.62 ,23024.78 ,3.20 ,9820,3392,1098,Fashion,Jeans,49,ElectroWorld,FALSE
Bahri Ltd Consequatur Lite Microwaves 5,Other,Bahri Ltd,45143.54 ,20766.03 ,4.70 ,913,5034,451,Appliances,Microwaves,54,ElectroWorld,FALSE
Sabharwal-Deo Dolorum Ultra Microwaves 7,Other,Sabharwal-Deo Dolorum,45139.33 ,35660.07 ,4.70 ,1672,8891,313,Appliances,Microwaves,21,SuperComNet,FALSE
Varkey-Muni Sunt Plus Furniture 9,Other,Varkey-Muni Sunt,45129.71 ,17600.59 ,3.90 ,3185,7880,257,Home,Furniture,61,RetailNet,FALSE
"Deo, Narayanan and Batra Veritatis Pro Washing Machines 1",Other,"Deo, Narayanan",45127.74 ,36553.47 ,3.10 ,55,8268,2526,Appliances,Washing Machines,19,SuperComNet,FALSE
Pathak LLC Exercitationem Ultra Microwaves 12,Other,Pathak LLC,45126.93 ,45126.93 ,4.40 ,8823,1888,863,Appliances,Microwaves,0,RetailNet,FALSE
"Randhawa, Puri and Agarwal Rem Pro Washing Machines 8",Other,"Randhawa, Puri",45095.51 ,21194.89 ,4.00 ,4048,5010,1342,Appliances,Washing Machines,53,Cloudtail India,TRUE
"Choudhry, Bir and Choudhry Numquam Lite Furniture 15",Other,"Choudhry, Bir",45091.58 ,25251.28 ,4.00 ,9512,2455,48,Home,Furniture,44,MobileHub,FALSE
Shukla and Sons Aliquid Pro Lighting 12,Other,Shukla and,45074.64 ,45074.64 ,3.40 ,9044,3296,641,Home,Lighting,0,RetailNet,TRUE
Basak LLC Quas Lite Dresses 15,Other,Basak LLC,45063.09 ,45063.09 ,3.60 ,2978,5979,2396,Fashion,Dresses,0,ElectroWorld,FALSE
Raghavan PLC Cum Plus Decor 11,Other,Raghavan PLC,45055.76 ,38747.95 ,3.40 ,6125,6623,3068,Home,Decor,14,MobileHub,FALSE
Ghose-Saxena Quidem Ultra Shoes 13,Other,Ghose-Saxena Quidem,45053.65 ,25230.04 ,4.80 ,1252,297,125,Fashion,Shoes,44,FashionPlus,TRUE
"Raman, Yogi and Nanda Eligendi Plus Shoes 5",Other,"Raman, Yogi",45043.47 ,26125.21 ,3.10 ,4629,85,30,Fashion,Shoes,42,RetailNet,FALSE
Sarna-Bhatnagar Dolores Ultra Dresses 10,Other,Sarna-Bhatnagar Dolores,44967.12 ,39571.07 ,3.50 ,8705,4498,2110,Fashion,Dresses,12,Cloudtail India,FALSE
Sani-Rege Ad Plus ACs 3,Other,Sani-Rege Ad,44951.16 ,44951.16 ,3.20 ,6023,7806,1355,Appliances,ACs,0,RetailNet,FALSE
Narain Ltd Repellendus Lite Shoes 11,Other,Narain Ltd,44905.56 ,20656.56 ,3.60 ,6347,5919,2336,Fashion,Shoes,54,MobileHub,TRUE
Raju-D?lia Fugit Lite Shoes 1,Other,Raju-D?lia Fugit,44886.35 ,18403.40 ,4.70 ,4768,7650,2084,Fashion,Shoes,59,MobileHub,TRUE
Pau Inc Molestiae Pro Furniture 9,Other,Pau Inc,44865.64 ,41725.05 ,3.50 ,3003,5362,1706,Home,Furniture,7,MobileHub,FALSE
Dugar and Sons Porro Pro Jeans 3,Other,Dugar and,44855.84 ,24222.15 ,4.40 ,1978,833,35,Fashion,Jeans,46,RetailNet,FALSE
"Barman, Karan and Sheth Hic Lite ACs 3",Other,"Barman, Karan",44852.58 ,27360.07 ,3.10 ,5025,5370,1662,Appliances,ACs,39,MobileHub,FALSE
Varkey-Raj Dicta Pro Smartwatches 13,Smartwatch,Varkey-Raj Dicta,44850.13 ,44850.13 ,3.90 ,2914,7599,12,Electronics,Smartwatches,0,ElectroWorld,FALSE
"Varkey, Boase and Acharya Nostrum Pro Kitchenware 5",Other,"Varkey, Boase",44841.56 ,26008.10 ,4.20 ,158,1063,374,Home,Kitchenware,42,FashionPlus,TRUE
Palla-Krishnan Sit Plus Lighting 9,Other,Palla-Krishnan Sit,44824.65 ,44824.65 ,5.00 ,2565,1409,239,Home,Lighting,0,SuperComNet,TRUE
"Bali, Sheth and Mishra Nihil Pro Refrigerators 13",Other,"Bali, Sheth",44815.17 ,20614.98 ,4.90 ,8003,9097,2296,Appliances,Refrigerators,54,ElectroWorld,TRUE
Sant Group Tempore Lite Headphones 1,Phone,Sant Group,44791.87 ,18364.67 ,4.30 ,239,6807,383,Electronics,Headphones,59,Flipkart Assured,FALSE
"Dara, Ramanathan and Vasa Facilis Plus Refrigerators 11",Other,"Dara, Ramanathan",44744.64 ,14765.73 ,4.50 ,973,4822,1258,Appliances,Refrigerators,67,MobileHub,TRUE
Raghavan-Dhingra Voluptatibus Ultra Decor 12,Other,Raghavan-Dhingra Voluptatibus,44724.45 ,14311.82 ,3.10 ,6151,6796,1069,Home,Decor,68,FashionPlus,FALSE
Chahal-Agate Accusantium Ultra Headphones 5,Phone,Chahal-Agate Accusantium,44718.14 ,44718.14 ,4.90 ,1182,7197,1671,Electronics,Headphones,0,FashionPlus,TRUE
Khalsa-Muni Saepe Plus Shoes 9,Other,Khalsa-Muni Saepe,44691.21 ,41115.91 ,4.50 ,1258,2061,191,Fashion,Shoes,8,ElectroWorld,FALSE
"Dutta, Dhawan and Bobal Facilis Lite ACs 2",Other,"Dutta, Dhawan",44684.48 ,14299.03 ,4.60 ,8595,264,65,Appliances,ACs,68,Flipkart Assured,TRUE
"Vala, Cheema and Bhargava Necessitatibus Lite Microwaves 7",Other,"Vala, Cheema",44678.67 ,21892.55 ,3.70 ,1244,4875,2074,Appliances,Microwaves,51,FashionPlus,TRUE
"Shankar, Bava and Soman Distinctio Plus Washing Machines 6",Other,"Shankar, Bava",44656.08 ,30812.70 ,4.50 ,2652,4866,688,Appliances,Washing Machines,31,Flipkart Assured,FALSE
Bahri-Chadha Alias Ultra Jeans 8,Other,Bahri-Chadha Alias,44652.59 ,44652.59 ,4.40 ,8340,1764,607,Fashion,Jeans,0,Cloudtail India,FALSE
Goyal-Jhaveri Laborum Lite Washing Machines 6,Other,Goyal-Jhaveri Laborum,44598.84 ,36571.05 ,4.70 ,2991,1666,7,Appliances,Washing Machines,18,MobileHub,TRUE
Bose PLC Voluptates Pro Jeans 12,Other,Bose PLC,44580.50 ,40122.45 ,3.30 ,572,3023,773,Fashion,Jeans,10,MobileHub,FALSE
Kulkarni Inc Occaecati Lite Headphones 2,Phone,Kulkarni Inc,44576.51 ,44576.51 ,4.20 ,968,2904,273,Electronics,Headphones,0,ElectroWorld,TRUE
"Saha, Shetty and Krishnamurthy Numquam Ultra Dresses 14",Other,"Saha, Shetty",44571.25 ,44571.25 ,3.40 ,5523,8246,95,Fashion,Dresses,0,Flipkart Assured,FALSE
"Sehgal, Barad and Bhasin Eos Ultra Smartwatches 1",Smartwatch,"Sehgal, Barad",44557.45 ,44557.45 ,4.20 ,5329,7571,110,Electronics,Smartwatches,0,Cloudtail India,FALSE
Narayan Inc Hic Ultra Decor 8,Other,Narayan Inc,44554.15 ,44554.15 ,3.60 ,9855,358,17,Home,Decor,0,HomeCare Solutions,TRUE
"Dhillon, Pai and Taneja Maxime Pro Lighting 1",Other,"Dhillon, Pai",44539.14 ,44539.14 ,3.30 ,7897,6672,1142,Home,Lighting,0,Flipkart Assured,TRUE
"Basu, Peri and Sami Incidunt Plus Furniture 2",Other,"Basu, Peri",44520.65 ,13356.20 ,3.80 ,7187,4929,2187,Home,Furniture,70,SuperComNet,FALSE
Boase-Kurian Accusamus Ultra Washing Machines 6,Other,Boase-Kurian Accusamus,44506.86 ,34715.35 ,4.70 ,3145,3625,858,Appliances,Washing Machines,22,ElectroWorld,FALSE
Naik-Hayer Ratione Pro Washing Machines 15,Other,Naik-Hayer Ratione,44505.64 ,28038.55 ,3.60 ,8759,6051,1291,Appliances,Washing Machines,37,RetailNet,FALSE
Pant Inc Eos Pro Kitchenware 3,Other,Pant Inc,44498.98 ,23139.47 ,3.40 ,6777,1799,758,Home,Kitchenware,48,Flipkart Assured,TRUE
Yohannan-Upadhyay Incidunt Ultra Washing Machines 13,Other,Yohannan-Upadhyay Incidunt,44489.30 ,33366.98 ,3.20 ,8912,9199,4248,Appliances,Washing Machines,25,RetailNet,FALSE
Bassi-Seshadri Odit Plus ACs 11,Other,Bassi-Seshadri Odit,44484.47 ,28914.91 ,5.00 ,8702,7170,2440,Appliances,ACs,35,HomeCare Solutions,TRUE
Mammen Inc Voluptatem Pro Kitchenware 9,Other,Mammen Inc,44468.12 ,14674.48 ,4.20 ,5231,8557,3757,Home,Kitchenware,67,MobileHub,TRUE
Sami-Sathe Enim Pro Shoes 3,Other,Sami-Sathe Enim,44451.05 ,44451.05 ,3.70 ,8281,7226,885,Fashion,Shoes,0,Cloudtail India,TRUE
Manda LLC Quod Lite Kitchenware 15,Other,Manda LLC,44437.11 ,31994.72 ,4.70 ,2142,3161,732,Home,Kitchenware,28,MobileHub,TRUE
"Naik, Gola and Sarma Nisi Ultra Kitchenware 7",Other,"Naik, Gola",44430.69 ,19105.20 ,4.40 ,6766,2312,760,Home,Kitchenware,57,RetailNet,FALSE
Borah LLC Accusantium Lite Smartphones 9,Phone,Borah LLC,44428.57 ,44428.57 ,4.80 ,1543,4562,1585,Electronics,Smartphones,0,ElectroWorld,FALSE
Basak PLC Vero Plus Furniture 14,Other,Basak PLC,44422.41 ,15992.07 ,3.90 ,221,549,152,Home,Furniture,64,RetailNet,TRUE
"Sunder, Garg and Rao Recusandae Lite Smartphones 4",Phone,"Sunder, Garg",44421.32 ,39979.19 ,4.00 ,9718,4634,1893,Electronics,Smartphones,10,FashionPlus,TRUE
Sharma-Mander Harum Ultra ACs 5,Other,Sharma-Mander Harum,44396.88 ,30189.88 ,4.60 ,8236,3769,824,Appliances,ACs,32,HomeCare Solutions,FALSE
Ramaswamy-Saran Iste Ultra Smartphones 13,Phone,Ramaswamy-Saran Iste,44388.13 ,44388.13 ,3.90 ,6213,4695,95,Electronics,Smartphones,0,Cloudtail India,TRUE
Mani-Morar Nihil Pro Headphones 13,Phone,Mani-Morar Nihil,44357.10 ,44357.10 ,4.90 ,583,4328,1231,Electronics,Headphones,0,FashionPlus,TRUE
Rastogi and Sons Tempore Ultra Jeans 11,Other,Rastogi and,44350.51 ,36810.92 ,4.70 ,4970,2550,470,Fashion,Jeans,17,ElectroWorld,FALSE
Maharaj Inc Cumque Lite Washing Machines 6,Other,Maharaj Inc,44346.15 ,44346.15 ,3.10 ,5387,287,61,Appliances,Washing Machines,0,SuperComNet,TRUE
Raj PLC Placeat Plus ACs 14,Other,Raj PLC,44340.81 ,15519.28 ,3.20 ,1887,4247,26,Appliances,ACs,65,SuperComNet,TRUE
Bal-Kar Sequi Plus Furniture 8,Other,Bal-Kar Sequi,44339.22 ,13301.77 ,3.90 ,2045,1645,511,Home,Furniture,70,RetailNet,FALSE
Mangat Inc Tenetur Lite Kitchenware 3,Other,Mangat Inc,44315.60 ,21714.64 ,4.80 ,3348,2924,1052,Home,Kitchenware,51,RetailNet,FALSE
Mall Ltd Aliquam Ultra Jeans 15,Other,Mall Ltd,44305.76 ,20823.71 ,3.80 ,5469,9420,4078,Fashion,Jeans,53,ElectroWorld,TRUE
Oza-Behl Rem Plus Furniture 14,Other,Oza-Behl Rem,44297.74 ,24363.76 ,4.50 ,7989,3831,1513,Home,Furniture,45,ElectroWorld,TRUE
Bala and Sons Temporibus Pro Headphones 8,Phone,Bala and,44292.08 ,44292.08 ,3.30 ,1721,1069,398,Electronics,Headphones,0,Cloudtail India,TRUE
Vora Ltd Modi Ultra Washing Machines 9,Other,Vora Ltd,44252.98 ,44252.98 ,4.40 ,6768,4490,1739,Appliances,Washing Machines,0,RetailNet,FALSE
Pall-Magar Aliquam Ultra Furniture 12,Other,Pall-Magar Aliquam,44245.85 ,23007.84 ,3.70 ,8820,7827,764,Home,Furniture,48,SuperComNet,FALSE
Soman-Wagle Id Lite Jeans 8,Other,Soman-Wagle Id,44215.38 ,42004.61 ,4.50 ,7383,1078,459,Fashion,Jeans,5,HomeCare Solutions,FALSE
"Goswami, Ramesh and Rama Maxime Ultra Furniture 13",Other,"Goswami, Ramesh",44203.80 ,44203.80 ,4.70 ,2593,7106,2498,Home,Furniture,0,MobileHub,TRUE
"Kari, Rao and Dada Minima Plus ACs 3",Other,"Kari, Rao",44192.88 ,24306.08 ,4.00 ,4254,3579,1410,Appliances,ACs,45,Cloudtail India,TRUE
"Kar, Wable and Kata Excepturi Pro Dresses 8",Other,"Kar, Wable",44191.82 ,19444.40 ,4.00 ,8340,3479,384,Fashion,Dresses,56,Cloudtail India,TRUE
Khare-Wagle Sint Pro Washing Machines 2,Other,Khare-Wagle Sint,44190.43 ,41097.10 ,5.00 ,5200,5719,2142,Appliances,Washing Machines,7,SuperComNet,TRUE
"Balan, Koshy and Narain Odio Pro Microwaves 3",Other,"Balan, Koshy",44186.02 ,34023.24 ,3.50 ,1411,5282,1888,Appliances,Microwaves,23,MobileHub,TRUE
Prashad Ltd Quidem Pro Kitchenware 14,Other,Prashad Ltd,44156.41 ,31351.05 ,3.50 ,3943,9226,509,Home,Kitchenware,29,MobileHub,TRUE
Mandal Group Excepturi Pro Headphones 7,Phone,Mandal Group,44154.53 ,44154.53 ,4.70 ,8132,2807,207,Electronics,Headphones,0,FashionPlus,FALSE
Raman-Butala Natus Lite Dresses 12,Other,Raman-Butala Natus,44125.22 ,28240.14 ,3.10 ,706,3249,297,Fashion,Dresses,36,ElectroWorld,FALSE
"Gour, Brahmbhatt and Sama Iusto Lite Decor 6",Other,"Gour, Brahmbhatt",44110.09 ,44110.09 ,4.30 ,3190,7708,2350,Home,Decor,0,HomeCare Solutions,TRUE
Suresh Inc Optio Plus ACs 12,Other,Suresh Inc,44100.20 ,24696.11 ,4.00 ,2309,409,162,Appliances,ACs,44,SuperComNet,TRUE
Chowdhury Ltd Maiores Ultra ACs 6,Other,Chowdhury Ltd,44099.88 ,27782.92 ,3.80 ,3420,2256,694,Appliances,ACs,37,SuperComNet,TRUE
"Doshi, Kumar and Lad Vel Ultra Jeans 1",Other,"Doshi, Kumar",44090.74 ,37477.13 ,4.30 ,7840,3819,779,Fashion,Jeans,15,SuperComNet,TRUE
"Kota, Bhattacharyya and Sagar Occaecati Pro Dresses 8",Other,"Kota, Bhattacharyya",44085.68 ,37472.83 ,5.00 ,3966,5608,2439,Fashion,Dresses,15,HomeCare Solutions,TRUE
"Swamy, Sathe and Edwin Necessitatibus Lite Decor 15",Other,"Swamy, Sathe",44084.54 ,40998.62 ,4.70 ,9814,4410,2023,Home,Decor,7,Cloudtail India,FALSE
Shroff LLC Maxime Plus Lighting 5,Other,Shroff LLC,44078.47 ,20276.10 ,3.90 ,9609,8420,4210,Home,Lighting,54,Flipkart Assured,FALSE
Dar PLC Excepturi Pro Furniture 9,Other,Dar PLC,44073.40 ,23799.64 ,5.00 ,9204,2226,1048,Home,Furniture,46,MobileHub,FALSE
Swaminathan-Wason Itaque Ultra Furniture 2,Other,Swaminathan-Wason Itaque,44073.13 ,33936.31 ,4.10 ,3304,3776,908,Home,Furniture,23,SuperComNet,TRUE
"Dhar, Radhakrishnan and Shere Unde Ultra Decor 11",Other,"Dhar, Radhakrishnan",44048.73 ,37000.93 ,4.50 ,7486,4102,637,Home,Decor,16,MobileHub,FALSE
Reddy LLC Odit Ultra Kitchenware 6,Other,Reddy LLC,44046.92 ,41844.57 ,4.10 ,5601,6351,1201,Home,Kitchenware,5,MobileHub,TRUE
Sankar and Sons Sequi Ultra Lighting 1,Other,Sankar and,44046.60 ,28630.29 ,3.30 ,2012,9270,1124,Home,Lighting,35,SuperComNet,TRUE
Jha Inc Eum Pro Headphones 11,Phone,Jha Inc,44046.09 ,32594.11 ,3.80 ,6521,5289,240,Electronics,Headphones,26,Cloudtail India,FALSE
Sibal-Ramaswamy Amet Lite Headphones 8,Phone,Sibal-Ramaswamy Amet,44034.26 ,44034.26 ,3.80 ,9301,8901,2124,Electronics,Headphones,0,ElectroWorld,TRUE
Kale-Borah Fuga Ultra ACs 14,Other,Kale-Borah Fuga,44026.34 ,27296.33 ,4.30 ,5883,804,155,Appliances,ACs,38,Flipkart Assured,TRUE
Nazareth and Sons Quibusdam Ultra Furniture 12,Other,Nazareth and,44025.71 ,40503.65 ,4.00 ,6082,3464,797,Home,Furniture,8,RetailNet,TRUE
Patla-Shere Recusandae Pro Refrigerators 13,Other,Patla-Shere Recusandae,44007.13 ,13202.14 ,4.40 ,4587,6189,2720,Appliances,Refrigerators,70,HomeCare Solutions,TRUE
Dhawan-Yadav Facilis Lite Kitchenware 1,Other,Dhawan-Yadav Facilis,43984.91 ,36507.48 ,4.10 ,2223,7513,3200,Home,Kitchenware,17,Cloudtail India,TRUE
Thakur LLC Modi Ultra Lighting 7,Other,Thakur LLC,43976.37 ,43976.37 ,4.50 ,8012,3127,1492,Home,Lighting,0,FashionPlus,TRUE
Sundaram-Zachariah Consequatur Lite Dresses 12,Other,Sundaram-Zachariah Consequatur,43968.19 ,14069.82 ,3.40 ,9088,1223,236,Fashion,Dresses,68,Cloudtail India,TRUE
Dara-Anand Accusantium Lite Dresses 7,Other,Dara-Anand Accusantium,43949.14 ,37796.26 ,3.00 ,7165,1452,209,Fashion,Dresses,14,MobileHub,TRUE
Acharya LLC Corrupti Lite Washing Machines 2,Other,Acharya LLC,43938.43 ,41741.51 ,3.70 ,8619,2771,198,Appliances,Washing Machines,5,Flipkart Assured,FALSE
Wable Group Aspernatur Plus Headphones 3,Phone,Wable Group,43932.24 ,43932.24 ,4.10 ,7468,6878,361,Electronics,Headphones,0,SuperComNet,FALSE
Magar-Kata Assumenda Lite ACs 9,Other,Magar-Kata Assumenda,43914.10 ,36009.56 ,3.60 ,9373,4513,1399,Appliances,ACs,18,ElectroWorld,FALSE
"Kapur, Balan and Basu Occaecati Ultra ACs 6",Other,"Kapur, Balan",43908.29 ,22393.23 ,4.20 ,4462,7529,2945,Appliances,ACs,49,Flipkart Assured,TRUE
"Chopra, Sen and Morar Provident Plus Lighting 5",Other,"Chopra, Sen",43908.26 ,13611.56 ,4.30 ,8533,7559,2203,Home,Lighting,69,Flipkart Assured,TRUE
Sha PLC Debitis Plus Headphones 7,Phone,Sha PLC,43906.49 ,13171.95 ,3.60 ,6615,7667,2404,Electronics,Headphones,70,ElectroWorld,FALSE
"Sheth, Atwal and Gulati Architecto Pro Microwaves 6",Other,"Sheth, Atwal",43899.54 ,43899.54 ,4.00 ,5351,7265,2285,Appliances,Microwaves,0,SuperComNet,TRUE
"Agate, Banik and Cheema Totam Plus Kitchenware 7",Other,"Agate, Banik",43897.32 ,31606.07 ,4.30 ,1985,6722,2049,Home,Kitchenware,28,MobileHub,TRUE
"Bahl, Sood and Jayaraman Pariatur Lite Smartwatches 8",Smartwatch,"Bahl, Sood",43880.52 ,37298.44 ,4.30 ,8079,4483,234,Electronics,Smartwatches,15,RetailNet,FALSE
"Arya, Nayak and Ratta Perspiciatis Pro Microwaves 1",Other,"Arya, Nayak",43813.22 ,30231.12 ,3.60 ,5570,4294,510,Appliances,Microwaves,31,HomeCare Solutions,TRUE
Sachdeva and Sons Similique Lite Dresses 11,Other,Sachdeva and,43808.23 ,43808.23 ,4.00 ,1723,665,30,Fashion,Dresses,0,MobileHub,FALSE
"Sarna, Loyal and Dugal Aperiam Plus Kitchenware 13",Other,"Sarna, Loyal",43805.83 ,35044.66 ,4.20 ,2708,4177,1291,Home,Kitchenware,20,MobileHub,FALSE
Wason-Sachdev Porro Ultra Washing Machines 7,Other,Wason-Sachdev Porro,43803.43 ,28472.23 ,4.00 ,7737,7780,1462,Appliances,Washing Machines,35,SuperComNet,TRUE
Kuruvilla-Grewal Minima Plus Dresses 15,Other,Kuruvilla-Grewal Minima,43803.01 ,29348.02 ,4.80 ,9299,1194,447,Fashion,Dresses,33,RetailNet,TRUE
"Tella, Grover and Kale Fuga Lite Lighting 11",Other,"Tella, Grover",43802.09 ,43802.09 ,3.10 ,7774,9621,53,Home,Lighting,0,MobileHub,TRUE
Prashad-Barman Culpa Plus Smartwatches 4,Smartwatch,Prashad-Barman Culpa,43801.28 ,21024.61 ,3.90 ,2826,6617,2831,Electronics,Smartwatches,52,FashionPlus,FALSE
"Nagarajan, Dube and Sahota Assumenda Plus Headphones 7",Phone,"Nagarajan, Dube",43792.02 ,28902.73 ,4.70 ,3250,219,2,Electronics,Headphones,34,MobileHub,FALSE
Vora-Iyengar Quidem Plus Headphones 6,Phone,Vora-Iyengar Quidem,43789.18 ,41599.72 ,3.20 ,8317,9790,1106,Electronics,Headphones,5,RetailNet,TRUE
Pillay-Mammen Enim Pro Washing Machines 2,Other,Pillay-Mammen Enim,43772.33 ,43772.33 ,3.10 ,9196,2336,789,Appliances,Washing Machines,0,SuperComNet,FALSE
"Raja, Mohanty and Badal Tempora Ultra Refrigerators 14",Other,"Raja, Mohanty",43761.86 ,31946.16 ,4.20 ,7976,3720,1625,Appliances,Refrigerators,27,ElectroWorld,FALSE
Viswanathan-Varkey Magni Pro Lighting 14,Other,Viswanathan-Varkey Magni,43752.94 ,43752.94 ,4.20 ,3403,5557,1063,Home,Lighting,0,HomeCare Solutions,FALSE
"Raman, Baria and Sagar Similique Lite Lighting 12",Other,"Raman, Baria",43750.86 ,43750.86 ,3.20 ,6059,6105,1647,Home,Lighting,0,ElectroWorld,TRUE
Edwin-Balakrishnan Animi Pro Washing Machines 4,Other,Edwin-Balakrishnan Animi,43746.50 ,35872.13 ,4.40 ,6183,302,5,Appliances,Washing Machines,18,MobileHub,FALSE
"Wadhwa, Shroff and Nadkarni Doloribus Plus ACs 5",Other,"Wadhwa, Shroff",43742.56 ,31057.22 ,3.90 ,6344,1749,441,Appliances,ACs,29,ElectroWorld,FALSE
Bhat PLC Adipisci Lite ACs 8,Other,Bhat PLC,43741.89 ,15747.08 ,4.80 ,9399,4345,939,Appliances,ACs,64,MobileHub,TRUE
Kunda Inc Corrupti Lite Washing Machines 11,Other,Kunda Inc,43718.91 ,43718.91 ,3.10 ,9139,7428,3317,Appliances,Washing Machines,0,ElectroWorld,TRUE
"Pandya, Rai and Kala Modi Ultra Jeans 14",Other,"Pandya, Rai",43709.84 ,17046.84 ,3.70 ,4173,77,11,Fashion,Jeans,61,Cloudtail India,TRUE
Basak LLC Exercitationem Pro Dresses 5,Other,Basak LLC,43709.82 ,43709.82 ,4.20 ,9542,8035,3710,Fashion,Dresses,0,Flipkart Assured,FALSE
"Dua, Sankaran and Kala Impedit Pro Headphones 5",Phone,"Dua, Sankaran",43688.47 ,16601.62 ,3.70 ,4144,3303,1641,Electronics,Headphones,62,Flipkart Assured,TRUE
Zacharia Inc Accusamus Pro Jeans 9,Other,Zacharia Inc,43686.73 ,29270.11 ,3.30 ,6104,5747,2045,Fashion,Jeans,33,MobileHub,FALSE
"Subramanian, Saxena and Kala Rerum Lite Kitchenware 11",Other,"Subramanian, Saxena",43634.23 ,35343.73 ,3.20 ,9012,1593,478,Home,Kitchenware,19,FashionPlus,TRUE
Acharya-Wadhwa Magnam Ultra Headphones 6,Phone,Acharya-Wadhwa Magnam,43630.79 ,43630.79 ,4.50 ,7316,6478,286,Electronics,Headphones,0,HomeCare Solutions,TRUE
Thakkar-Gour Nulla Plus Shoes 5,Other,Thakkar-Gour Nulla,43599.55 ,36623.62 ,4.30 ,9215,6284,1165,Fashion,Shoes,16,MobileHub,FALSE
Mallick-Bail Provident Pro Smartwatches 13,Smartwatch,Mallick-Bail Provident,43579.69 ,16124.49 ,3.30 ,1274,7843,3715,Electronics,Smartwatches,63,FashionPlus,FALSE
Dutt and Sons Nesciunt Ultra Decor 11,Other,Dutt and,43577.31 ,33554.53 ,3.40 ,9172,8742,1088,Home,Decor,23,ElectroWorld,TRUE
Kanda-Sarin Numquam Lite Dresses 1,Other,Kanda-Sarin Numquam,43575.46 ,22659.24 ,4.90 ,6842,5966,2021,Fashion,Dresses,48,ElectroWorld,FALSE
Joshi LLC Deleniti Plus Dresses 6,Other,Joshi LLC,43566.83 ,33110.79 ,4.80 ,2920,9384,4626,Fashion,Dresses,24,Cloudtail India,FALSE
Chaudhari and Sons Vero Ultra ACs 5,Other,Chaudhari and,43564.27 ,43564.27 ,4.40 ,2311,6137,837,Appliances,ACs,0,Cloudtail India,FALSE
Basu LLC Nam Pro Headphones 7,Phone,Basu LLC,43552.13 ,14372.20 ,3.10 ,7123,8867,4312,Electronics,Headphones,67,RetailNet,FALSE
